,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,10,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,11,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,12,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,13,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,14,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,15,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,16,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
bayesian | a=1 | b=1 | critical_value=0.004296875000957032,17,0.0008909515133358947,0.0013282229107321564,0.0023499802634394697,0.003378604261431843,0.004796069253083133,0.007935175964024188,0.027162316889385085
