legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.0029907226572440182,15.0,29.0,93.0,232.0,392.0,462.0,460.0,409.0,334.0,208.0,136.0,97.0,74.0,57.0,45.0,37.0
max_sprt | alpha=0.017584960937499998,6.0,6.0,32.0,112.0,300.0,427.0,457.0,425.0,358.0,223.0,144.0,101.0,75.0,58.0,45.0,37.0
bravo    | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,77.0,69.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.065388671875,162.0,246.0,351.0,408.0,446.0,450.0,421.0,368.0,307.0,217.0,166.0,132.0,111.0,96.0,84.0,75.0
bravo    | p=0.51 | alpha=0.35611328124999997,402.0,616.0,701.0,707.0,691.0,649.0,584.0,505.0,432.0,325.0,263.0,216.0,186.0,164.0,146.0,129.0
clip     | alpha=0.048338664174079886,15.0,26.0,76.0,183.0,338.0,429.0,439.0,396.0,328.0,203.0,134.0,95.0,71.0,54.0,44.0,37.0
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,79.0,69.0,52.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.058559570312499996,171.0,263.0,372.0,431.0,465.0,465.0,431.0,374.0,311.0,221.0,171.0,137.0,116.0,99.0,87.0,78.0
bravo_without_replacement | p=0.51 | alpha=0.326845703125,448.0,665.0,734.0,734.0,710.0,665.0,603.0,525.0,448.0,344.0,278.0,229.0,197.0,173.0,155.0,139.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,6.0,10.0,13.0,28.0,96.0,281.0,402.0,422.0,378.0,241.0,148.0,99.0,70.0,52.0,39.0,31.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.003295898447434083,15.0,26.0,76.0,185.0,338.0,431.0,439.0,399.0,330.0,205.0,134.0,95.0,71.0,54.0,45.0,37.0
