,0.5,0.7,0.58,0.52
0.9,0.553861268382561,0.9999999999902593,0.9985006618561753,0.7565880546401214
0.925,0.4879622423459908,0.9999999999936231,0.9973565058987036,0.6979041777981203
0.95,0.3668113532405695,0.9999999999891992,0.9944544877590212,0.589537151285897
0.955,0.34296036877091934,0.9999999999893725,0.9933824641310487,0.5641702536019592
0.9573631578947368,0.334221954129752,0.9999999999897646,0.9927974098257479,0.5533730925469668
0.9597263157894736,0.32717089405289784,0.9999999999896774,0.9921013138711531,0.543459648037207
0.9620894736842105,0.31534709295306124,0.9999999999886298,0.991464324377233,0.5303618673583997
0.9644526315789473,0.3056304055468697,0.9999999999888872,0.9906940103815247,0.5179876785742935
0.9668157894736842,0.2906773124358686,0.9999999999880772,0.9896323807143129,0.5012626403752684
0.969178947368421,0.2570821251927026,0.999999999990813,0.9882794188131856,0.4703104669545522
0.9715421052631579,0.24341751463046366,0.9999999999901189,0.9870363321313668,0.45329753908456427
0.9739052631578947,0.2327049975225685,0.9999999999906709,0.9854206389522991,0.437558985827616
0.9762684210526316,0.2200556022300021,0.9999999999885897,0.9838109913477995,0.42021715674737525
0.9786315789473684,0.20844323066884154,0.9999999999891057,0.9816268071994391,0.40228951359720627
0.9809947368421053,0.18750615962192327,0.9999999999908951,0.9790157995421271,0.37610638758061127
0.9833578947368421,0.1726213566127531,0.9999999999907893,0.9755690089396445,0.35313784081856964
0.9857210526315789,0.14719591307981764,0.9999999999937653,0.9715271167864103,0.32035351898198755
0.9880842105263158,0.1330357061491164,0.9999999999945374,0.9659635363210649,0.29473158137895317
0.9904473684210526,0.10982131243691753,0.9999999999931567,0.9581467421858467,0.25848953291851495
0.9928105263157895,0.0875912580302305,0.999999999989541,0.9464945586260689,0.21948963246780176
0.9951736842105263,0.06430262137845921,0.9999999999923723,0.9268838590800499,0.1739361148390528
0.9975368421052632,0.03683348756473121,0.9999999999892444,0.8866763009828028,0.114473258008473
0.9999,0.0021455181698856827,0.9999999986346806,0.593076227495779,0.012420630959028607
