,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,28,3.4525955969135225e-09,1.7765721717255205e-10,1.093914869671705e-09,3.4525955969135225e-09,6.029030815247148e-09,1.041413288986511e-08,1.7801374834423345e-08,3.0123788405215835e-08,5.0483864320725995e-08,8.381758290577676e-08,2.2495156351023943e-07,5.837662115718478e-07,1.468071244610855e-06,3.5849546596105087e-06,8.516045934987005e-06,1.9711902650465073e-05,4.452572609857536e-05
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,29,3.4525955969135225e-09,1.7765721717255205e-10,1.093914869671705e-09,3.4525955969135225e-09,6.029030815247148e-09,1.041413288986511e-08,1.7801374834423345e-08,3.0123788405215835e-08,5.0483864320725995e-08,8.381758290577676e-08,2.2495156351023943e-07,5.837662115718478e-07,1.468071244610855e-06,3.5849546596105087e-06,8.516045934987005e-06,1.9711902650465073e-05,4.452572609857536e-05
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,31,2.7624859979322476e-08,1.407480615850312e-09,8.736753792329872e-09,2.7624859979322476e-08,4.823188452368512e-08,8.324047038068521e-08,1.4206306111377585e-07,2.3985208350013903e-07,4.0075663532675325e-07,6.628917453323439e-07,1.761958737525107e-06,4.5147468374289186e-06,1.1175519688354074e-05,2.6773446281344002e-05,6.218008535418995e-05,0.00014019309101013112,0.0003072287877094445
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,30,2.7624859979322476e-08,1.407480615850312e-09,8.736753792329872e-09,2.7624859979322476e-08,4.823188452368512e-08,8.324047038068521e-08,1.4206306111377585e-07,2.3985208350013903e-07,4.0075663532675325e-07,6.628917453323439e-07,1.761958737525107e-06,4.5147468374289186e-06,1.1175519688354074e-05,2.6773446281344002e-05,6.218008535418995e-05,0.00014019309101013112,0.0003072287877094445
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,32,1.2130826125775817e-07,6.120208486205354e-09,3.8296374207465475e-08,1.2130826125775817e-07,2.1176652553926481e-07,3.651612623194721e-07,6.222314806196369e-07,1.048158820286195e-06,1.746092400826049e-06,2.8775272364619236e-06,7.575327040782961e-06,1.916761567042088e-05,4.670723604519958e-05,0.00010979793644874283,0.00024936187516101367,0.000547791773444297,0.0011651110599392065
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,33,1.2130826125775817e-07,6.120208486205354e-09,3.8296374207465475e-08,1.2130826125775817e-07,2.1176652553926481e-07,3.651612623194721e-07,6.222314806196369e-07,1.048158820286195e-06,1.746092400826049e-06,2.8775272364619236e-06,7.575327040782961e-06,1.916761567042088e-05,4.670723604519958e-05,0.00010979793644874283,0.00024936187516101367,0.000547791773444297,0.0011651110599392065
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,34,3.872933310864955e-07,1.9349825993000724e-08,1.220476763524102e-07,3.872933310864955e-07,6.759898300041448e-07,1.1646541991114348e-06,1.981477906340522e-06,3.3303010457820524e-06,5.531399518654271e-06,9.082143618062411e-06,2.3682541511054545e-05,5.917865360721572e-05,0.00014197719817995622,0.00032754905244096764,0.0007276110800583154,0.0015578459523839638,0.0032170961652225856
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,35,3.872933310864955e-07,1.9349825993000724e-08,1.220476763524102e-07,3.872933310864955e-07,6.759898300041448e-07,1.1646541991114348e-06,1.981477906340522e-06,3.3303010457820524e-06,5.531399518654271e-06,9.082143618062411e-06,2.3682541511054545e-05,5.917865360721572e-05,0.00014197719817995622,0.00032754905244096764,0.0007276110800583154,0.0015578459523839638,0.0032170961652225856
