,0.5,0.7,0.58,0.52
0.9,0.8326263925798714,0.9999999667757347,0.9895101362661487,0.8897902675739677
0.925,0.7964727440888584,0.999999913115348,0.9837277950000685,0.8593649317833334
0.95,0.721637342789312,0.9999996485568078,0.9693238259934709,0.7954536639965692
0.955,0.707160389100401,0.9999995706642165,0.9656894728359808,0.7819646961606284
0.9573631578947368,0.7029641207573588,0.9999994978738036,0.9637601841258296,0.7773046055380002
0.9597263157894736,0.7003091970113303,0.9999994548529826,0.9623873313830869,0.7740934769279861
0.9620894736842105,0.6922968176701494,0.9999992699994422,0.9591220085504718,0.7659262281554865
0.9644526315789473,0.687766344647674,0.99999916966875,0.9568838855425064,0.7607768992325864
0.9668157894736842,0.6699527263644797,0.9999990574761599,0.9530006660346081,0.7454055121262233
0.969178947368421,0.50714435302166,0.9999982885645953,0.9249214474292214,0.6141501430002725
0.9715421052631579,0.4936234419535654,0.9999981000992888,0.9201999985075225,0.6006093976472323
0.9739052631578947,0.4848587259277191,0.9999973327550373,0.9129759780952322,0.5895274878255089
0.9762684210526316,0.4728338059417863,0.99999681944911,0.9063353320051086,0.5760155344349039
0.9786315789473684,0.4650486997195614,0.9999962927635048,0.9004521138044719,0.566235621587489
0.9809947368421053,0.4291489840434316,0.999994464997366,0.8847828180110565,0.5306123274905151
0.9833578947368421,0.41341525205180424,0.9999931271257269,0.8741265223272672,0.5123715870622831
0.9857210526315789,0.3164125737370749,0.99999034862731,0.8424949643555943,0.42322289489339376
0.9880842105263158,0.30186724002546417,0.9999853735655856,0.8235205201932305,0.4028751815417773
0.9904473684210526,0.25954025150943855,0.9999763812513442,0.7915785445702443,0.35525578514818174
0.9928105263157895,0.19746228905447516,0.9999617398928013,0.7461869594322779,0.28775915222896026
0.9951736842105263,0.15618138541520524,0.999927212861408,0.6905793216958181,0.23429263905449904
0.9975368421052632,0.0918710690615133,0.9997929677438215,0.5846544180999892,0.15031214719065514
0.9999,0.0056419591525646,0.9944508625743449,0.19941105222216607,0.01395524412494934
