,0.5,0.7,0.58,0.52
0.9,0.5552825038932434,0.9999999999999997,0.9981757474257161,0.7551425511155391
0.925,0.48997021979803096,0.9999999999999997,0.9968489745350767,0.6971661031434063
0.95,0.3696144445550099,0.9999999999999996,0.993547431091332,0.5899718991575553
0.955,0.3458948497405479,0.9999999999999983,0.9923500237524155,0.5649443755626983
0.9573631578947368,0.33718780513028507,0.9999999999999987,0.9917010744676419,0.5543109179356729
0.9597263157894736,0.3301449295629982,0.999999999999998,0.9909363869600624,0.5445544577622726
0.9620894736842105,0.3183752953642833,0.999999999999998,0.9902289863434122,0.5316336663268628
0.9644526315789473,0.3086876519237239,0.9999999999999972,0.9893804369642484,0.5194442762512758
0.9668157894736842,0.2937757429925929,0.9999999999999961,0.9882171694031953,0.5029211040034614
0.969178947368421,0.2603394532342915,0.9999999999999936,0.986719382460438,0.4722605959491593
0.9715421052631579,0.2467012308660135,0.999999999999992,0.9853615938684932,0.4554741818651559
0.9739052631578947,0.2359682743847173,0.9999999999999879,0.9836160124894102,0.43994701048434504
0.9762684210526316,0.22331321159001755,0.9999999999999838,0.9818723246522172,0.4228338254412105
0.9786315789473684,0.21165985189578543,0.9999999999999764,0.9795282121400453,0.40513396225936255
0.9809947368421053,0.19072925127676493,0.9999999999999677,0.9767177947293231,0.37924209724686925
0.9833578947368421,0.17577016857213457,0.9999999999999456,0.9730496583506278,0.3565180196458822
0.9857210526315789,0.15031877629545312,0.9999999999999234,0.9687358749838084,0.3240615011285996
0.9880842105263158,0.13600646127345206,0.9999999999998586,0.9628805298057028,0.29865778974302454
0.9904473684210526,0.11264044786046845,0.9999999999997308,0.9546814382424739,0.2626840574315682
0.9928105263157895,0.09015928504461945,0.9999999999993986,0.9425674677246325,0.22386899813676994
0.9951736842105263,0.06649938134834275,0.9999999999981593,0.9223888346682719,0.17836401554945103
0.9975368421052632,0.03844258413352474,0.9999999999911348,0.881502501817945,0.11862308138892569
0.9999,0.00235954271344602,0.9999999965215404,0.5912163441426717,0.013731826118009913
