,0.5,0.55,0.7
0.005,0,0,0
0.01263157894736842,0,0,0
0.02026315789473684,0,0,0
0.027894736842105264,0,0,0
0.035526315789473684,0,0,0
0.0431578947368421,0,0,0
0.05078947368421052,0,0,0
0.05842105263157894,0,0,0
0.06605263157894736,0,0,0
0.0736842105263158,0,0,0
0.08131578947368422,0,0,0
0.08894736842105264,0,0,0
0.09657894736842106,0,0,0
0.10421052631578948,0,0,0
0.1118421052631579,0,0,0
0.11947368421052632,0,0,0
0.12710526315789472,0,0,0
0.13473684210526315,0,0,0
0.1423684210526316,0,0,0
0.15,0,0,0
