,,0.5,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,9,0.001939089222107731,0.001939089222107731,0.002761461002902434,0.004578273390783802,0.0062970549276627555,0.00861969375035527,0.013477392098442056,0.04022910811579901
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,10,0.001939089222107731,0.001939089222107731,0.002761461002902434,0.004578273390783802,0.0062970549276627555,0.00861969375035527,0.013477392098442056,0.04022910811579901
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,11,0.006302900120847029,0.006302900120847029,0.008966892177976941,0.014781738189497745,0.020198201609675566,0.02739967332281274,0.042080476226805504,0.11635561566246651
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,12,0.006302900120847029,0.006302900120847029,0.008966892177976941,0.014781738189497745,0.020198201609675566,0.02739967332281274,0.042080476226805504,0.11635561566246651
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,13,0.006302900120847029,0.006302900120847029,0.008966892177976941,0.014781738189497745,0.020198201609675566,0.02739967332281274,0.042080476226805504,0.11635561566246651
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,15,0.009570496121745199,0.009570496121745199,0.013793099332069653,0.02310803051725121,0.031840502062477155,0.043474856256369605,0.06714654052424138,0.18353497669807367
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,14,0.009570496121745199,0.009570496121745199,0.013793099332069653,0.02310803051725121,0.031840502062477155,0.043474856256369605,0.06714654052424138,0.18353497669807367
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,16,0.014518245830960178,0.014518245830960178,0.021090294567042624,0.03559387614704269,0.04913353267353,0.06704022411910704,0.10293938432098977,0.26905360267229406
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,17,0.014518245830960178,0.014518245830960178,0.021090294567042624,0.03559387614704269,0.04913353267353,0.06704022411910704,0.10293938432098977,0.26905360267229406
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,18,0.014518245830960178,0.014518245830960178,0.021090294567042624,0.03559387614704269,0.04913353267353,0.06704022411910704,0.10293938432098977,0.26905360267229406
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,19,0.017616316772251603,0.017616316772251603,0.02583639728819805,0.04411506338822471,0.06124656458543357,0.0839112017043404,0.12917457781330863,0.33217113764007283
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,20,0.017616316772251603,0.017616316772251603,0.02583639728819805,0.04411506338822471,0.06124656458543357,0.0839112017043404,0.12917457781330863,0.33217113764007283
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,21,0.017616316772251603,0.017616316772251603,0.02583639728819805,0.04411506338822471,0.06124656458543357,0.0839112017043404,0.12917457781330863,0.33217113764007283
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,22,0.019788936440745076,0.019788936440745076,0.029293774674007546,0.05062887935311855,0.07075044819989829,0.09744076802613745,0.15071538261994985,0.38435453314194945
bravo_without_replacement | p=0.7 | alpha=0.0580146484375,23,0.019788936440745076,0.019788936440745076,0.029293774674007546,0.05062887935311855,0.07075044819989829,0.09744076802613745,0.15071538261994985,0.38435453314194945
