,0.5,0.7,0.58,0.52
0.9,0.8538592149597968,0.9999999999999999,0.9995984216350645,0.9268527189795931
0.925,0.8179576047487589,1.0000000000000002,0.9992436436486105,0.9014708226971119
0.95,0.7445045281979762,0.9999999999999996,0.9981671475767891,0.8473460266329508
0.955,0.7295227481611776,0.9999999999999993,0.9977767590191727,0.8345716848616076
0.9573631578947368,0.7244878513960286,0.9999999999999997,0.9975929737491569,0.8296213454334518
0.9597263157894736,0.7211129672862201,0.9999999999999993,0.9974302714144914,0.8258035927670362
0.9620894736842105,0.7133743219524874,1.0,0.9971122731454757,0.8185552668289038
0.9644526315789473,0.7083847878845719,0.9999999999999993,0.9968770362817846,0.8133026425128355
0.9668157894736842,0.6903501855177557,0.9999999999999997,0.9964371254581996,0.7991248667556239
0.969178947368421,0.5371212660393767,0.9999999999999984,0.9940742125533096,0.694037905683825
0.9715421052631579,0.5224827045633978,0.9999999999999979,0.993396997037734,0.679969472791646
0.9739052631578947,0.5113707616573326,0.9999999999999961,0.9925395275317425,0.6673923065902108
0.9762684210526316,0.5000224917318165,0.9999999999999958,0.9917221816389341,0.6548007124063218
0.9786315789473684,0.49014198905509715,0.9999999999999951,0.9907202617083528,0.64243094617786
0.9809947368421053,0.4545294882105527,0.9999999999999915,0.9886579608782147,0.6095383946745956
0.9833578947368421,0.43710511798224805,0.9999999999999848,0.9866325505361556,0.589062464920215
0.9857210526315789,0.3413379246223514,0.9999999999999744,0.9821464659961241,0.5079242592862879
0.9880842105263158,0.3247057896661504,0.9999999999999541,0.9784894192469147,0.4840102911791692
0.9904473684210526,0.2793377401918594,0.9999999999999085,0.9725236853276602,0.43381964206978285
0.9928105263157895,0.215989770037445,0.9999999999997708,0.9623443641534588,0.3641977463299384
0.9951736842105263,0.17120811562939703,0.9999999999992581,0.9466031279695121,0.30211702994096096
0.9975368421052632,0.10175634611923323,0.9999999999960577,0.9114397738486504,0.2038961729041824
0.9999,0.006536877628369365,0.999999997928604,0.6328225576012789,0.023820033004631064
