,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,8,0.003884403449743898,0.0016700243659960269,0.002800858121098063,0.003884403449743898,0.004552199314161212,0.005318369338923207,0.0061950828075274,0.0071957385289626976,0.008335062278188452,0.009629209917355148,0.012754410979760362,0.016733487818063896,0.021759101343927143,0.02805885914425407,0.03590021361299113,0.04559585797166823,0.05750965283908036
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,9,0.003884403449743898,0.0016700243659960269,0.002800858121098063,0.003884403449743898,0.004552199314161212,0.005318369338923207,0.0061950828075274,0.0071957385289626976,0.008335062278188452,0.009629209917355148,0.012754410979760362,0.016733487818063896,0.021759101343927143,0.02805885914425407,0.03590021361299113,0.04559585797166823,0.05750965283908036
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,10,0.003884403449743898,0.0016700243659960269,0.002800858121098063,0.003884403449743898,0.004552199314161212,0.005318369338923207,0.0061950828075274,0.0071957385289626976,0.008335062278188452,0.009629209917355148,0.012754410979760362,0.016733487818063896,0.021759101343927143,0.02805885914425407,0.03590021361299113,0.04559585797166823,0.05750965283908036
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,11,0.007763346470845495,0.003154798048443634,0.0054808439907818585,0.007763346470845495,0.00918768089220079,0.010834308161211656,0.012731556045435414,0.014910442362192314,0.017404808765934178,0.02025144431281195,0.027164059140586415,0.03600526494852824,0.047184065013583534,0.061161260169225184,0.07844643129374175,0.09959120081055473,0.12517765954722926
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,12,0.007763346470845495,0.003154798048443634,0.0054808439907818585,0.007763346470845495,0.00918768089220079,0.010834308161211656,0.012731556045435414,0.014910442362192314,0.017404808765934178,0.02025144431281195,0.027164059140586415,0.03600526494852824,0.047184065013583534,0.061161260169225184,0.07844643129374175,0.09959120081055473,0.12517765954722926
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,13,0.007763346470845495,0.003154798048443634,0.0054808439907818585,0.007763346470845495,0.00918768089220079,0.010834308161211656,0.012731556045435414,0.014910442362192314,0.017404808765934178,0.02025144431281195,0.027164059140586415,0.03600526494852824,0.047184065013583534,0.061161260169225184,0.07844643129374175,0.09959120081055473,0.12517765954722926
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,16,0.010909920397636327,0.004226986567542269,0.007563832499551086,0.010909920397636327,0.01302222821441725,0.015481766902189822,0.01833433980278284,0.0216299174998293,0.025422719896363438,0.029771245248124918,0.040390568380864425,0.05403817023878304,0.07132175655926251,0.0928912476710939,0.11941475060178189,0.15154413415065926,0.18986889610003616
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,14,0.010909920397636327,0.004226986567542269,0.007563832499551086,0.010909920397636327,0.01302222821441725,0.015481766902189822,0.01833433980278284,0.0216299174998293,0.025422719896363438,0.029771245248124918,0.040390568380864425,0.05403817023878304,0.07132175655926251,0.0928912476710939,0.11941475060178189,0.15154413415065926,0.18986889610003616
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,15,0.010909920397636327,0.004226986567542269,0.007563832499551086,0.010909920397636327,0.01302222821441725,0.015481766902189822,0.01833433980278284,0.0216299174998293,0.025422719896363438,0.029771245248124918,0.040390568380864425,0.05403817023878304,0.07132175655926251,0.0928912476710939,0.11941475060178189,0.15154413415065926,0.18986889610003616
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,17,0.013325980308360828,0.004959752232378123,0.009096203506960335,0.013325980308360828,0.016024767956118832,0.01918837428638194,0.02288042990161425,0.027170219909758868,0.03213263384509514,0.037847991848823745,0.05188389795876472,0.07001270304662555,0.09301662528670097,0.12168585290503182,0.1567628504170432,0.19886978670618627,0.24842023813588057
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,18,0.013325980308360828,0.004959752232378123,0.009096203506960335,0.013325980308360828,0.016024767956118832,0.01918837428638194,0.02288042990161425,0.027170219909758868,0.03213263384509514,0.037847991848823745,0.05188389795876472,0.07001270304662555,0.09301662528670097,0.12168585290503182,0.1567628504170432,0.19886978670618627,0.24842023813588057
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,19,0.013325980308360828,0.004959752232378123,0.009096203506960335,0.013325980308360828,0.016024767956118832,0.01918837428638194,0.02288042990161425,0.027170219909758868,0.03213263384509514,0.037847991848823745,0.05188389795876472,0.07001270304662555,0.09301662528670097,0.12168585290503182,0.1567628504170432,0.19886978670618627,0.24842023813588057
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,20,0.015151331363674322,0.005452433147942187,0.01020534599232898,0.015151331363674322,0.018338124584240872,0.022097257804292836,0.026510122084316516,0.03166529971546627,0.037658318404223415,0.04459118296051473,0.06171221319080361,0.0839389153491654,0.11220632107136905,0.14740206840061695,0.19027065148499211,0.24129653976150334,0.30057349827516305
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,21,0.015151331363674322,0.005452433147942187,0.01020534599232898,0.015151331363674322,0.018338124584240872,0.022097257804292836,0.026510122084316516,0.03166529971546627,0.037658318404223415,0.04459118296051473,0.06171221319080361,0.0839389153491654,0.11220632107136905,0.14740206840061695,0.19027065148499211,0.24129653976150334,0.30057349827516305
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,22,0.015151331363674322,0.005452433147942187,0.01020534599232898,0.015151331363674322,0.018338124584240872,0.022097257804292836,0.026510122084316516,0.03166529971546627,0.037658318404223415,0.04459118296051473,0.06171221319080361,0.0839389153491654,0.11220632107136905,0.14740206840061695,0.19027065148499211,0.24129653976150334,0.30057349827516305
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,23,0.016526238836444336,0.005782644761735345,0.011005689639031082,0.016526238836444336,0.020115155653956295,0.024373320596294445,0.029399594898368787,0.035301657887821546,0.04219552089651568,0.050204691924942466,0.0700926071161041,0.09604489110514987,0.129132093450122,0.17030427169908607,0.2202484672767347,0.27922447619895013,0.34689673052421677
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,24,0.016526238836444336,0.005782644761735345,0.011005689639031082,0.016526238836444336,0.020115155653956295,0.024373320596294445,0.029399594898368787,0.035301657887821546,0.04219552089651568,0.050204691924942466,0.0700926071161041,0.09604489110514987,0.129132093450122,0.17030427169908607,0.2202484672767347,0.27922447619895013,0.34689673052421677
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,25,0.016526238836444336,0.005782644761735345,0.011005689639031082,0.016526238836444336,0.020115155653956295,0.024373320596294445,0.029399594898368787,0.035301657887821546,0.04219552089651568,0.050204691924942466,0.0700926071161041,0.09604489110514987,0.129132093450122,0.17030427169908607,0.2202484672767347,0.27922447619895013,0.34689673052421677
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,27,0.017563948128739546,0.006004378406031492,0.01158434257154779,0.017563948128739546,0.021482988010669547,0.026157905197849256,0.03170459704765586,0.038249526160221384,0.04592896835973826,0.05488775709499839,0.07725385715024688,0.1065915635223334,0.14409393961168127,0.1907455807676428,0.24712774769815937,0.31320591926478986,0.3881326781849911
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,26,0.017563948128739546,0.006004378406031492,0.01158434257154779,0.017563948128739546,0.021482988010669547,0.026157905197849256,0.03170459704765586,0.038249526160221384,0.04592896835973826,0.05488775709499839,0.07725385715024688,0.1065915635223334,0.14409393961168127,0.1907455807676428,0.24712774769815937,0.31320591926478986,0.3881326781849911
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,28,0.017563948128739546,0.006004378406031492,0.01158434257154779,0.017563948128739546,0.021482988010669547,0.026157905197849256,0.03170459704765586,0.038249526160221384,0.04592896835973826,0.05488775709499839,0.07725385715024688,0.1065915635223334,0.14409393961168127,0.1907455807676428,0.24712774769815937,0.31320591926478986,0.3881326781849911
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,30,0.01835026959192921,0.006153840272440827,0.012004352248905795,0.01835026959192921,0.022540056660375667,0.027562762144404257,0.03355078130937327,0.040648959902276245,0.04901356831115441,0.058810591135208166,0.08339853947436092,0.1158178544728011,0.15737477313577503,0.20906655479736186,0.2713294587927342,0.3437786896568678,0.424993075969187
bayesian_with_replacement | a=1 | b=1 | critical_value=0.0038452148536730966,29,0.01835026959192921,0.006153840272440827,0.012004352248905795,0.01835026959192921,0.022540056660375667,0.027562762144404257,0.03355078130937327,0.040648959902276245,0.04901356831115441,0.058810591135208166,0.08339853947436092,0.1158178544728011,0.15737477313577503,0.20906655479736186,0.2713294587927342,0.3437786896568678,0.424993075969187
