,,0.5,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=0.192998046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bravo    | p=0.7 | alpha=0.192998046875,31,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,39,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,38,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,37,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,36,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,35,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,33,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,32,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,30,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,34,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,28,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,21,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,22,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,23,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,24,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,20,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,25,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,26,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,27,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,29,0.057296717534862124,0.057296717534862124,0.0809983879898912,0.12944879558999667,0.17093476663957693,0.22147613932645852,0.31140305953789804,0.6081252349378494
bravo    | p=0.7 | alpha=0.192998046875,50,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,58,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,57,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,56,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,55,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,54,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,53,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,52,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,51,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,59,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,49,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,47,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,46,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,45,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,44,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,43,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,42,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,41,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,40,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,48,0.06510949635901439,0.06510949635901439,0.09476848407081567,0.15827888726337874,0.21466137989820736,0.28462960210469657,0.4094227370886803,0.7754692596918842
bravo    | p=0.7 | alpha=0.192998046875,72,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,73,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,74,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,75,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,79,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,77,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,78,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,71,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,76,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
bravo    | p=0.7 | alpha=0.192998046875,70,0.06984373151146289,0.06984373151146289,0.10451045037323373,0.18254231796051287,0.2543776083576277,0.3447055364305084,0.5034895759003454,0.8883119413792354
