legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.004150390625991699,20.926379744617844,40.41290188066144,64.01675620725757,77.20140838613193,89.59594558334659,100.15185324741294,108.28187681669391,113.79684460521696,116.7466468195675,115.60899623751786,106.50278071262233,91.84838215024072,75.25828631261355,60.294921702210935,48.56166408174162,39.803266040556224
max_sprt | alpha=0.0244140625,14.487130139833047,29.294219872719694,50.74758487511647,64.31432024855276,78.05558396897574,90.5296651769046,100.72985825935059,108.19013486810827,112.8421443456978,114.35211818883805,107.04467813184618,93.38653788041883,76.96526008725576,61.602176500449275,49.33879112037176,40.153344870906494
bravo    | p=0.7 | alpha=0.058559570312499996,24.45295381974291,30.227420745228113,35.752800152361175,39.221966036625325,43.23350710132538,47.780119612308454,52.76442895851191,57.9778070024078,63.10831419878969,71.61451320977244,75.53934326792499,73.45236013483424,65.8552735108281,55.171821814192384,44.620877894554866,36.21886498388897
bravo    | p=0.55 | alpha=0.12489941406249999,122.30556211881857,143.220676017279,151.98942532097925,154.56933545406653,155.93632224565576,156.09226816093138,155.03223960688254,152.7432365301742,149.21240264351255,138.49249456830862,123.6454730999738,106.8747857302117,91.13376677737028,78.2309985298961,68.23008692137034,60.45120311194271
bravo    | p=0.52 | alpha=0.350259765625,155.88474806314838,169.86345557843688,173.986512475627,174.58713229557753,174.23533051054685,172.92173188223873,170.61763366291828,167.28185248338008,162.87416902160098,150.82432824587602,135.13052806241186,117.9208837503384,101.96122941522272,88.81821414574623,78.46766482965299,70.27479994190297
clip     | alpha=0.0634375,21.183494758533946,40.45189464525088,63.46053020580256,76.32679587414826,88.47719577820386,98.89016954919964,106.97035516857046,112.50385061071884,115.5150037204583,114.55782091460692,105.64891049356709,91.17680300690495,74.74045083649051,59.905113661982824,48.28360505744469,39.620660973073726
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,24.50474402063059,30.3547198662705,35.95854230496179,39.47925084004135,43.55373932652845,48.176552039761255,53.2495553235063,58.55895336648985,63.78286241593517,72.41599445594133,76.31866766347075,74.04563854455171,66.17481627186561,55.26153329031461,44.606114203740546,36.19167287589709
bravo_without_replacement | p=0.55 | alpha=0.12002148437499999,125.71534572296132,146.28834650963464,154.64462340478858,157.01900017359355,158.19342463067025,158.17340462259273,156.9547785860311,154.5237049142105,150.86581879890622,139.93155820117045,124.92091722664324,108.03932805792377,92.22858030996879,79.27167717397477,69.21700724327097,61.38322460653957
bravo_without_replacement | p=0.52 | alpha=0.342455078125,158.98466032209052,172.30783020706588,176.0501774764059,176.4931921322686,176.00555192768056,174.5763319104829,172.1748083201861,168.75762062770144,164.28239268961644,152.13108414421154,136.36881563017758,119.10825951021684,103.09289985671356,89.86521828656763,79.38880993367168,71.03705279198435
truncated_bayesian | a=1 | b=1 | critical_value=0.06788041503906252,12.997504081280976,21.346756457375253,34.73039252690628,44.77030442707643,56.565248327004525,69.03044908162094,80.85594632061171,90.93884597789256,98.60965549763507,105.94625799648158,103.32518075518044,92.81718273052631,77.71311408058902,62.14307340318506,49.12056317837925,39.331995081916496
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,21.178354684235188,40.38984690493813,63.298217220675724,76.11084979899836,88.21921560631075,98.60755636293337,106.68097124640741,112.22281377711602,115.25377602015102,114.35778807389784,105.52177792634735,91.11471536033228,74.7194637662175,59.90064450930754,48.283042273315715,39.62062092303589
