legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.005615234375988769,58.0,77.0,122.0,158.0,193.0,217.0,226.0,224.0,211.0,163.0,118.0,86.0,67.0,55.0,50.0,50.0
max_sprt | min_stop=50 | alpha=0.041974609375,57.0,72.0,113.0,145.0,180.0,204.0,218.0,215.0,204.0,160.0,115.0,83.0,64.0,55.0,50.0,50.0
bravo    | p=0.7 | min_stop=50 | alpha=0.18050781249999998,51.0,51.0,53.0,53.0,53.0,53.0,53.0,56.0,58.0,61.0,61.0,56.0,51.0,50.0,50.0,50.0
bravo    | p=0.55 | min_stop=50 | alpha=0.08490039062499999,144.0,205.0,252.0,266.0,277.0,277.0,271.0,256.0,235.0,186.0,146.0,119.0,100.0,85.0,77.0,68.0
clip     | min_stop=50 | alpha=0.08490039062499999,57.0,74.0,115.0,147.0,182.0,207.0,220.0,218.0,204.0,160.0,115.0,86.0,67.0,55.0,50.0,50.0
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.17855664062499998,51.0,51.0,53.0,53.0,53.0,53.0,53.0,56.0,58.0,61.0,61.0,56.0,51.0,50.0,50.0,50.0
bravo_without_replacement | p=0.55 | min_stop=50 | alpha=0.0780712890625,151.0,216.0,260.0,275.0,283.0,283.0,275.0,260.0,239.0,191.0,151.0,122.0,103.0,88.0,78.0,69.0
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16797707031250003,53.0,61.0,75.0,94.0,120.0,149.0,172.0,183.0,181.0,147.0,106.0,75.0,58.0,51.0,50.0,50.0
bayesian_with_replacement | a=1 | b=1 | min_stop=50 | critical_value=0.00610351563487793,57.0,76.0,115.0,149.0,182.0,206.0,220.0,217.0,204.0,160.0,115.0,86.0,67.0,55.0,50.0,50.0
